,TEAM_3_LETTERS,SEASON,LEAGUE,W,L,W/L%,FINISH,SRS,PACE,REL_PACE,ORtg,REL_ORTG,DRTG,REL_DRTG,PLAYOFFS
880,POR,1986-87,NBA,49,33,0.598,2nd of 6,2.57,105.0,4.2,111.5,3.2,108.6,0.3,Lost W. Conf. 1st Rnd.
881,POR,1985-86,NBA,40,42,0.488,2nd of 6,0.61,104.5,2.4,109.2,2.0,108.2,1.0,Lost W. Conf. 1st Rnd.
882,SAC,2021-22,NBA,30,52,0.366,5th of 5,-5.26,99.8,1.6,109.9,-2.1,115.3,3.3,not_play
883,SAC,2020-21,NBA,31,41,0.431,5th of 5,-3.45,100.0,0.8,113.6,1.3,117.2,4.9,not_play
884,SAC,2019-20,NBA,31,41,0.431,4th of 5,-1.59,98.9,-1.4,110.2,-0.4,112.2,1.6,not_play
885,SAC,2018-19,NBA,39,43,0.476,3rd of 5,-0.81,103.1,3.1,110.4,0.0,111.5,1.1,not_play
886,SAC,2017-18,NBA,27,55,0.329,4th of 5,-6.6,94.9,-2.4,103.7,-4.9,111.1,2.5,not_play
887,SAC,2016-17,NBA,32,50,0.39,3rd of 5,-3.29,94.9,-1.5,107.3,-1.5,111.3,2.5,not_play
888,SAC,2015-16,NBA,33,49,0.402,3rd of 5,-2.32,100.0,4.2,106.0,-0.4,108.4,2.0,not_play
889,SAC,2014-15,NBA,29,53,0.354,4th of 5,-3.07,95.4,1.5,105.3,-0.3,109.2,3.6,not_play
890,SAC,2013-14,NBA,28,54,0.341,4th of 5,-2.08,94.4,0.5,105.7,-1.0,108.8,2.1,not_play
891,SAC,2012-13,NBA,28,54,0.341,4th of 5,-4.26,93.6,1.6,106.2,0.3,111.4,5.5,not_play
892,SAC,2011-12,NBA,22,44,0.333,5th of 5,-4.95,94.7,3.4,103.8,-0.8,109.8,5.2,not_play
893,SAC,2010-11,NBA,24,58,0.293,5th of 5,-4.8,95.2,3.1,103.5,-3.8,109.0,1.7,not_play
894,SAC,2009-10,NBA,25,57,0.305,5th of 5,-4.06,94.0,1.3,105.3,-2.3,109.9,2.3,not_play
895,SAC,2008-09,NBA,17,65,0.207,5th of 5,-8.6,94.2,2.5,105.5,-2.8,114.7,6.4,not_play
896,SAC,2007-08,NBA,38,44,0.463,4th of 5,-1.86,94.7,2.3,107.5,0.0,109.9,2.4,not_play
897,SAC,2006-07,NBA,33,49,0.402,5th of 5,-1.35,94.8,2.9,106.2,-0.3,108.0,1.5,not_play
898,SAC,2005-06,NBA,44,38,0.537,4th of 5,1.61,91.9,1.4,106.7,0.5,105.0,-1.2,Lost W. Conf. 1st Rnd.
899,SAC,2004-05,NBA,50,32,0.61,2nd of 5,2.56,93.0,2.1,110.5,4.4,108.2,2.1,Lost W. Conf. 1st Rnd.
900,SAC,2003-04,NBA,55,27,0.671,2nd of 7,5.41,92.8,2.7,110.3,7.4,104.9,2.0,Lost W. Conf. Semis
901,SAC,2002-03,NBA,59,23,0.72,1st of 7,6.68,95.4,4.4,105.9,2.3,99.1,-4.5,Lost W. Conf. Semis
902,SAC,2001-02,NBA,61,21,0.744,1st of 7,7.61,95.6,4.9,109.0,4.5,101.1,-3.4,Lost W. Conf. Finals
903,SAC,2000-01,NBA,55,27,0.671,2nd of 7,6.07,94.4,3.1,105.6,2.6,99.6,-3.4,Lost W. Conf. Semis
904,SAC,1999-00,NBA,44,38,0.537,5th of 7,3.04,99.3,6.2,105.0,0.9,102.1,-2.0,Lost W. Conf. 1st Rnd.
905,SAC,1998-99,NBA,27,23,0.54,4th of 7,-0.89,96.0,7.1,102.7,0.5,103.1,0.9,Lost W. Conf. 1st Rnd.
906,SAC,1997-98,NBA,27,55,0.329,5th of 7,-5.83,92.1,1.8,100.8,-4.2,106.9,1.9,not_play
907,SAC,1996-97,NBA,34,48,0.415,6th of 7,-3.64,91.0,0.9,105.0,-1.7,108.7,2.0,not_play
908,SAC,1995-96,NBA,39,43,0.476,5th of 7,-2.62,93.4,1.6,106.2,-1.4,109.1,1.5,Lost W. Conf. 1st Rnd.
909,SAC,1994-95,NBA,39,43,0.476,5th of 7,-0.74,92.3,-0.6,105.5,-2.8,106.5,-1.8,not_play
910,SAC,1993-94,NBA,28,54,0.341,6th of 7,-5.32,97.5,2.4,103.3,-3.0,109.2,2.9,not_play
911,SAC,1992-93,NBA,25,57,0.305,7th of 7,-3.0,100.8,4.0,106.5,-1.5,109.6,1.6,not_play
912,SAC,1991-92,NBA,29,53,0.354,7th of 7,-5.63,99.6,3.0,103.9,-4.3,109.9,1.7,not_play
913,SAC,1990-91,NBA,25,57,0.305,7th of 7,-6.27,94.7,-3.1,102.0,-5.9,109.1,1.2,not_play
914,SAC,1989-90,NBA,23,59,0.28,7th of 7,-4.41,96.7,-1.6,104.8,-3.3,110.0,1.9,not_play
915,SAC,1988-89,NBA,27,55,0.329,6th of 7,-5.35,100.5,-0.1,104.5,-3.3,110.0,2.2,not_play
916,SAC,1987-88,NBA,24,58,0.293,6th of 6,-5.84,100.9,1.3,106.5,-1.5,112.1,4.1,not_play
917,SAC,1986-87,NBA,29,53,0.354,5th of 6,-3.34,101.3,0.5,108.9,0.6,112.1,3.8,not_play
918,SAC,1985-86,NBA,37,45,0.451,5th of 6,-3.19,102.0,-0.1,106.2,-1.0,109.2,2.0,Lost W. Conf. 1st Rnd.
919,SAS,2021-22,NBA,34,48,0.415,4th of 5,0.02,100.0,1.8,112.4,0.4,112.3,0.3,not_play
920,SAS,2020-21,NBA,33,39,0.458,3rd of 5,-1.58,98.9,-0.3,111.0,-1.3,112.8,0.5,not_play
921,SAS,2019-20,NBA,32,39,0.451,4th of 5,-0.65,100.5,0.2,112.4,1.8,113.5,2.9,not_play
922,SAS,2018-19,NBA,48,34,0.585,2nd of 5,1.8,98.3,-1.7,112.9,2.5,111.2,0.8,Lost W. Conf. 1st Rnd.
923,SAS,2017-18,NBA,47,35,0.573,3rd of 5,2.89,95.0,-2.3,107.9,-0.7,104.8,-3.8,Lost W. Conf. 1st Rnd.
924,SAS,2016-17,NBA,61,21,0.744,1st of 5,7.13,94.2,-2.2,111.1,2.3,103.5,-5.3,Lost W. Conf. Finals
925,SAS,2015-16,NBA,67,15,0.817,1st of 5,10.28,93.8,-2.0,110.3,3.9,99.0,-7.4,Lost W. Conf. Semis
926,SAS,2014-15,NBA,55,27,0.671,3rd of 5,6.34,93.8,-0.1,108.5,2.9,102.0,-3.6,Lost W. Conf. 1st Rnd.
927,SAS,2013-14,NBA,62,20,0.756,1st of 5,8.0,95.0,1.1,110.5,3.8,102.4,-4.3,Won Finals
928,SAS,2012-13,NBA,58,24,0.707,1st of 5,6.67,94.2,2.2,108.3,2.4,101.6,-4.3,Lost Finals
929,SAS,2011-12,NBA,50,16,0.758,1st of 5,7.28,92.9,1.6,110.9,6.3,103.2,-1.4,Lost W. Conf. Finals
930,SAS,2010-11,NBA,61,21,0.744,1st of 5,5.86,92.3,0.2,111.8,4.5,105.6,-1.7,Lost W. Conf. 1st Rnd.
931,SAS,2009-10,NBA,50,32,0.61,2nd of 5,5.07,91.7,-1.0,110.0,2.4,104.5,-3.1,Lost W. Conf. Semis
932,SAS,2008-09,NBA,54,28,0.659,1st of 5,3.36,88.4,-3.3,108.5,0.2,104.3,-4.0,Lost W. Conf. 1st Rnd.
933,SAS,2007-08,NBA,56,26,0.683,2nd of 5,5.1,88.8,-3.6,107.2,-0.3,101.8,-5.7,Lost W. Conf. Finals
934,SAS,2006-07,NBA,58,24,0.707,2nd of 5,8.35,89.8,-2.1,109.2,2.7,99.9,-6.6,Won Finals
935,SAS,2005-06,NBA,63,19,0.768,1st of 5,6.69,88.5,-2.0,107.3,1.1,99.6,-6.6,Lost W. Conf. Semis
936,SAS,2004-05,NBA,59,23,0.72,1st of 5,7.84,88.9,-2.0,107.5,1.4,98.8,-7.3,Won Finals
937,SAS,2003-04,NBA,57,25,0.695,2nd of 7,7.51,89.2,-0.9,102.2,-0.7,94.1,-8.8,Lost W. Conf. Semis
938,SAS,2002-03,NBA,60,22,0.732,1st of 7,5.65,90.0,-1.0,105.6,2.0,99.7,-3.9,Won Finals
939,SAS,2001-02,NBA,58,24,0.707,1st of 7,6.28,90.0,-0.7,106.5,2.0,99.7,-4.8,Lost W. Conf. Semis
940,SAS,2000-01,NBA,58,24,0.707,1st of 7,7.92,89.6,-1.7,106.6,3.6,98.0,-5.0,Lost W. Conf. Finals
941,SAS,1999-00,NBA,53,29,0.646,2nd of 7,5.92,90.8,-2.3,105.0,0.9,98.6,-5.5,Lost W. Conf. 1st Rnd.
942,SAS,1998-99,NBA,37,13,0.74,1st of 7,7.12,88.6,-0.3,104.0,1.8,95.0,-7.2,Won Finals
943,SAS,1997-98,NBA,56,26,0.683,2nd of 7,3.3,88.4,-1.9,103.8,-1.2,99.4,-5.6,Lost W. Conf. Semis
944,SAS,1996-97,NBA,20,62,0.244,6th of 7,-7.93,87.3,-2.8,103.3,-3.4,112.3,5.6,not_play
945,SAS,1995-96,NBA,59,23,0.72,1st of 7,5.98,93.3,1.5,110.2,2.6,103.5,-4.1,Lost W. Conf. Semis
946,SAS,1994-95,NBA,62,20,0.756,1st of 6,5.9,94.6,1.7,111.7,3.4,105.4,-2.9,Lost W. Conf. Finals
947,SAS,1993-94,NBA,55,27,0.671,2nd of 6,5.05,90.1,-5.0,110.4,4.1,104.6,-1.7,Lost W. Conf. 1st Rnd.
948,SAS,1992-93,NBA,49,33,0.598,2nd of 6,2.21,95.4,-1.4,109.6,1.6,106.8,-1.2,Lost W. Conf. Semis
949,SAS,1991-92,NBA,47,35,0.573,2nd of 6,2.81,96.2,-0.4,107.5,-0.7,104.1,-4.1,Lost W. Conf. 1st Rnd.
950,SAS,1990-91,NBA,55,27,0.671,1st of 7,4.3,98.6,0.8,107.8,-0.1,103.3,-4.6,Lost W. Conf. 1st Rnd.
951,SAS,1989-90,NBA,56,26,0.683,1st of 7,3.58,98.5,0.2,107.7,-0.4,104.2,-3.9,Lost W. Conf. Semis
952,SAS,1988-89,NBA,21,61,0.256,5th of 6,-7.45,104.1,3.5,100.9,-6.9,107.9,0.1,not_play
953,SAS,1987-88,NBA,31,51,0.378,5th of 6,-5.02,104.4,4.8,108.2,0.2,112.8,4.8,Lost W. Conf. 1st Rnd.
954,SAS,1986-87,NBA,28,54,0.341,6th of 6,-5.09,101.7,0.9,105.9,-2.4,110.8,2.5,not_play
955,SAS,1985-86,NBA,35,47,0.427,6th of 6,-2.06,103.8,1.7,106.5,-0.7,108.2,1.0,Lost W. Conf. 1st Rnd.
956,TOR,2021-22,NBA,48,34,0.585,3rd of 5,2.38,96.0,-2.2,112.9,0.9,110.5,-1.5,Lost E. Conf. 1st Rnd.
957,TOR,2020-21,NBA,27,45,0.375,5th of 5,-0.54,99.2,0.0,112.0,-0.3,112.5,0.2,not_play
958,TOR,2019-20,NBA,53,19,0.736,1st of 5,5.97,100.9,0.6,111.1,0.5,105.0,-5.6,Lost E. Conf. Semis
959,TOR,2018-19,NBA,58,24,0.707,1st of 5,5.49,100.2,0.2,113.1,2.7,107.1,-3.3,Won Finals
960,TOR,2017-18,NBA,59,23,0.72,1st of 5,7.29,97.4,0.1,113.8,5.2,105.9,-2.7,Lost E. Conf. Semis
961,TOR,2016-17,NBA,51,31,0.622,2nd of 5,3.65,94.7,-1.7,112.3,3.5,107.8,-1.0,Lost E. Conf. Semis
962,TOR,2015-16,NBA,56,26,0.683,1st of 5,4.08,92.9,-2.9,110.0,3.6,105.2,-1.2,Lost E. Conf. Finals
963,TOR,2014-15,NBA,49,33,0.598,1st of 5,2.45,92.8,-1.1,111.0,5.4,107.7,2.1,Lost E. Conf. 1st Rnd.
964,TOR,2013-14,NBA,48,34,0.585,1st of 5,2.55,91.8,-2.1,108.8,2.1,105.3,-1.4,Lost E. Conf. 1st Rnd.
965,TOR,2012-13,NBA,34,48,0.415,5th of 5,-1.96,90.4,-1.6,105.9,0.0,107.5,1.6,not_play
966,TOR,2011-12,NBA,23,43,0.348,4th of 5,-3.67,89.3,-2.0,100.8,-3.8,104.5,-0.1,not_play
967,TOR,2010-11,NBA,22,60,0.268,5th of 5,-6.28,92.9,0.8,106.1,-1.2,112.9,5.6,not_play
968,TOR,2009-10,NBA,40,42,0.488,2nd of 5,-1.83,93.1,0.4,111.3,3.7,113.2,5.6,not_play
969,TOR,2008-09,NBA,33,49,0.402,4th of 5,-2.54,92.0,0.3,107.0,-1.3,110.0,1.7,not_play
970,TOR,2007-08,NBA,41,41,0.5,2nd of 5,2.47,90.2,-2.2,110.2,2.7,107.0,-0.5,Lost E. Conf. 1st Rnd.
971,TOR,2006-07,NBA,47,35,0.573,1st of 5,0.61,92.6,0.7,107.0,0.5,106.0,-0.5,Lost E. Conf. 1st Rnd.
972,TOR,2005-06,NBA,27,55,0.329,4th of 5,-3.03,91.1,0.6,109.5,3.3,112.7,6.5,not_play
973,TOR,2004-05,NBA,33,49,0.402,4th of 5,-1.81,92.7,1.8,106.9,0.8,108.7,2.6,not_play
974,TOR,2003-04,NBA,33,49,0.402,6th of 8,-3.42,86.8,-3.3,97.0,-5.9,100.4,-2.5,not_play
975,TOR,2002-03,NBA,24,58,0.293,7th of 8,-6.1,89.9,-1.1,100.5,-3.1,107.0,3.4,not_play
976,TOR,2001-02,NBA,42,40,0.512,3rd of 8,-0.71,88.8,-1.9,102.6,-1.9,103.1,-1.4,Lost E. Conf. 1st Rnd.
977,TOR,2000-01,NBA,47,35,0.573,2nd of 8,1.69,90.9,-0.4,105.9,2.9,103.4,0.4,Lost E. Conf. Semis
978,TOR,1999-00,NBA,45,37,0.549,3rd of 8,-0.46,92.5,-0.6,104.7,0.6,104.9,0.8,Lost E. Conf. 1st Rnd.
979,TOR,1998-99,NBA,23,27,0.46,6th of 8,-1.32,88.8,-0.1,102.0,-0.2,103.9,1.7,not_play
980,TOR,1997-98,NBA,16,66,0.195,8th of 8,-8.33,92.6,2.3,101.2,-3.8,111.0,6.0,not_play
981,TOR,1996-97,NBA,30,52,0.366,8th of 8,-2.56,90.6,0.5,104.6,-2.1,108.0,1.3,not_play
982,TOR,1995-96,NBA,21,61,0.256,8th of 8,-7.2,93.2,1.4,103.8,-3.8,111.8,4.2,not_play
983,UTA,2021-22,NBA,49,33,0.598,1st of 5,5.67,97.1,-1.1,116.7,4.7,110.5,-1.5,Lost W. Conf. 1st Rnd.
984,UTA,2020-21,NBA,52,20,0.722,1st of 5,8.97,98.5,-0.7,117.6,5.3,108.3,-4.0,Lost W. Conf. Semis
985,UTA,2019-20,NBA,44,28,0.611,3rd of 5,2.52,98.6,-1.7,112.3,1.7,109.9,-0.7,Lost W. Conf. 1st Rnd.
986,UTA,2018-19,NBA,50,32,0.61,3rd of 5,5.28,100.3,0.3,110.9,0.5,105.7,-4.7,Lost W. Conf. 1st Rnd.
987,UTA,2017-18,NBA,48,34,0.585,3rd of 5,4.47,95.7,-1.6,108.4,-0.2,103.9,-4.7,Lost W. Conf. Semis
988,UTA,2016-17,NBA,51,31,0.622,1st of 5,4.0,91.6,-4.8,109.6,0.8,105.3,-3.5,Lost W. Conf. Semis
989,UTA,2015-16,NBA,40,42,0.488,3rd of 5,1.84,91.0,-4.8,105.9,-0.5,103.9,-2.5,not_play
990,UTA,2014-15,NBA,38,44,0.463,3rd of 5,0.71,90.4,-3.5,105.1,-0.5,104.9,-0.7,not_play
991,UTA,2013-14,NBA,25,57,0.305,5th of 5,-6.27,91.4,-2.5,103.5,-3.2,111.3,4.6,not_play
992,UTA,2012-13,NBA,43,39,0.524,3rd of 5,0.3,90.9,-1.1,106.7,0.8,106.8,0.9,not_play
993,UTA,2011-12,NBA,36,30,0.545,3rd of 5,0.92,91.4,0.1,106.8,2.2,106.1,1.5,Lost W. Conf. 1st Rnd.
994,UTA,2010-11,NBA,39,43,0.476,4th of 5,-1.44,91.0,-1.1,108.1,0.8,110.1,2.8,not_play
995,UTA,2009-10,NBA,53,29,0.646,2nd of 5,5.33,93.8,1.1,110.7,3.1,105.0,-2.6,Lost W. Conf. Semis
996,UTA,2008-09,NBA,48,34,0.585,3rd of 5,2.31,93.1,1.4,110.1,1.8,107.3,-1.0,Lost W. Conf. 1st Rnd.
997,UTA,2007-08,NBA,54,28,0.659,1st of 5,6.86,93.2,0.8,113.8,6.3,106.5,-1.0,Lost W. Conf. Semis
998,UTA,2006-07,NBA,51,31,0.622,1st of 5,3.06,91.6,-0.3,110.1,3.6,107.0,0.5,Lost W. Conf. Finals
999,UTA,2005-06,NBA,41,41,0.5,2nd of 5,-2.49,87.8,-2.7,104.1,-2.1,107.0,0.8,not_play
1000,UTA,2004-05,NBA,26,56,0.317,5th of 5,-3.74,88.4,-2.5,104.7,-1.4,109.5,3.4,not_play
1001,UTA,2003-04,NBA,42,40,0.512,7th of 7,-0.53,86.6,-3.5,101.9,-1.0,103.3,0.4,not_play
1002,UTA,2002-03,NBA,47,35,0.573,4th of 7,2.76,89.3,-1.7,105.5,1.9,102.8,-0.8,Lost W. Conf. 1st Rnd.
1003,UTA,2001-02,NBA,44,38,0.537,4th of 7,1.21,90.3,-0.4,105.6,1.1,104.6,0.1,Lost W. Conf. 1st Rnd.
1004,UTA,2000-01,NBA,53,29,0.646,2nd of 7,5.0,89.8,-1.5,107.6,4.6,102.4,-0.6,Lost W. Conf. 1st Rnd.
1005,UTA,1999-00,NBA,55,27,0.671,1st of 7,4.52,89.6,-3.5,107.3,3.2,102.3,-1.8,Lost W. Conf. Semis
1006,UTA,1998-99,NBA,37,13,0.74,2nd of 7,5.54,87.0,-1.9,105.8,3.6,98.4,-3.8,Lost W. Conf. Semis
1007,UTA,1997-98,NBA,62,20,0.756,1st of 7,5.73,89.2,-1.1,112.7,7.7,105.4,0.4,Lost Finals
1008,UTA,1996-97,NBA,64,18,0.78,1st of 7,7.97,90.0,-0.1,113.6,6.9,104.0,-2.7,Lost Finals
1009,UTA,1995-96,NBA,55,27,0.671,2nd of 7,6.25,90.0,-1.8,113.3,5.7,106.1,-1.5,Lost W. Conf. Finals
1010,UTA,1994-95,NBA,60,22,0.732,2nd of 6,7.76,92.6,-0.3,114.3,6.0,105.7,-2.6,Lost W. Conf. 1st Rnd.
1011,UTA,1993-94,NBA,53,29,0.646,3rd of 6,4.1,93.1,-2.0,108.6,2.3,104.1,-2.2,Lost W. Conf. Finals
1012,UTA,1992-93,NBA,47,35,0.573,3rd of 6,1.74,96.5,-0.3,109.6,1.6,107.4,-0.6,Lost W. Conf. 1st Rnd.
1013,UTA,1991-92,NBA,55,27,0.671,1st of 6,5.7,95.5,-1.1,112.2,4.0,105.6,-2.6,Lost W. Conf. Finals
1014,UTA,1990-91,NBA,54,28,0.659,2nd of 7,3.18,95.3,-2.5,108.6,0.7,105.1,-2.8,Lost W. Conf. Semis
1015,UTA,1989-90,NBA,55,27,0.671,2nd of 7,4.82,96.1,-2.2,110.3,2.2,105.4,-2.7,Lost W. Conf. 1st Rnd.
1016,UTA,1988-89,NBA,51,31,0.622,1st of 6,4.01,98.0,-2.6,106.6,-1.2,101.5,-6.3,Lost W. Conf. 1st Rnd.
1017,UTA,1987-88,NBA,47,35,0.573,3rd of 6,2.96,101.5,1.9,106.8,-1.2,103.1,-4.9,Lost W. Conf. Semis
1018,UTA,1986-87,NBA,44,38,0.537,2nd of 6,0.04,103.2,2.4,104.1,-4.2,103.7,-4.6,Lost W. Conf. 1st Rnd.
1019,UTA,1985-86,NBA,42,40,0.512,4th of 6,-0.67,103.3,1.2,104.2,-3.0,104.6,-2.6,Lost W. Conf. 1st Rnd.
1020,WAS,2021-22,NBA,35,47,0.427,4th of 5,-3.23,97.0,-1.2,111.1,-0.9,114.5,2.5,not_play
1021,WAS,2020-21,NBA,34,38,0.472,3rd of 5,-1.85,104.1,4.9,111.2,-1.1,113.0,0.7,Lost E. Conf. 1st Rnd.
1022,WAS,2019-20,NBA,25,47,0.347,4th of 5,-5.24,102.7,2.4,110.9,0.3,115.5,4.9,not_play
1023,WAS,2018-19,NBA,32,50,0.39,4th of 5,-3.3,101.4,1.4,111.1,0.7,113.9,3.5,not_play
1024,WAS,2017-18,NBA,43,39,0.524,2nd of 5,0.53,96.6,-0.7,109.3,0.7,108.7,0.1,Lost E. Conf. 1st Rnd.
1025,WAS,2016-17,NBA,49,33,0.598,1st of 5,1.36,97.4,1.0,111.2,2.4,109.3,0.5,Lost E. Conf. Semis
1026,WAS,2015-16,NBA,41,41,0.5,4th of 5,-0.5,98.5,2.7,105.3,-1.1,105.8,-0.6,not_play
1027,WAS,2014-15,NBA,46,36,0.561,2nd of 5,0.17,93.7,-0.2,103.7,-1.9,103.0,-2.6,Lost E. Conf. Semis
1028,WAS,2013-14,NBA,44,38,0.537,2nd of 5,0.48,93.2,-0.7,106.0,-0.7,104.6,-2.1,Lost E. Conf. Semis
1029,WAS,2012-13,NBA,29,53,0.354,3rd of 5,-2.78,92.2,0.2,100.2,-5.7,103.0,-2.9,not_play
1030,WAS,2011-12,NBA,20,46,0.303,4th of 5,-5.14,92.5,1.2,101.0,-3.6,106.2,1.6,not_play
1031,WAS,2010-11,NBA,23,59,0.28,5th of 5,-7.3,93.8,1.7,102.4,-4.9,110.2,2.9,not_play
1032,WAS,2009-10,NBA,26,56,0.317,5th of 5,-4.72,91.6,-1.1,104.2,-3.4,109.4,1.8,not_play
1033,WAS,2008-09,NBA,19,63,0.232,5th of 5,-6.98,91.0,-0.7,105.4,-2.9,113.6,5.3,not_play
1034,WAS,2007-08,NBA,43,39,0.524,2nd of 5,-0.61,89.5,-2.9,109.2,1.7,109.6,2.1,Lost E. Conf. 1st Rnd.
1035,WAS,2006-07,NBA,41,41,0.5,2nd of 5,-0.8,94.1,2.2,110.1,3.6,110.6,4.1,Lost E. Conf. 1st Rnd.
1036,WAS,2005-06,NBA,42,40,0.512,2nd of 5,1.57,92.3,1.8,109.3,3.1,107.3,1.1,Lost E. Conf. 1st Rnd.
1037,WAS,2004-05,NBA,45,37,0.549,2nd of 5,-0.71,93.3,2.4,107.2,1.1,107.5,1.4,Lost E. Conf. Semis
1038,WAS,2003-04,NBA,25,57,0.305,6th of 7,-6.12,92.2,2.1,98.8,-4.1,104.8,1.9,not_play
1039,WAS,2002-03,NBA,37,45,0.451,5th of 7,-1.47,88.2,-2.8,103.0,-0.6,104.1,0.5,not_play
1040,WAS,2001-02,NBA,37,45,0.451,5th of 7,-1.58,88.3,-2.4,104.8,0.3,106.4,1.9,not_play
1041,WAS,2000-01,NBA,19,63,0.232,7th of 7,-6.75,92.7,1.4,100.6,-2.4,107.8,4.8,not_play
1042,WAS,1999-00,NBA,29,53,0.354,7th of 7,-3.47,92.7,-0.4,103.5,-0.6,107.0,2.9,not_play
1043,WAS,1998-99,NBA,18,32,0.36,6th of 7,-1.75,89.8,0.9,101.2,-1.0,103.7,1.5,not_play
1044,WAS,1997-98,NBA,42,40,0.512,4th of 7,1.11,91.8,1.5,105.2,0.2,104.5,-0.5,not_play
1045,WAS,1996-97,NBA,44,38,0.537,4th of 7,1.77,92.4,2.3,106.6,-0.1,104.9,-1.8,Lost E. Conf. 1st Rnd.
1046,WAS,1995-96,NBA,39,43,0.476,4th of 7,0.99,93.7,1.9,108.7,1.1,107.6,0.0,not_play
1047,WAS,1994-95,NBA,21,61,0.256,7th of 7,-5.56,94.5,1.6,105.4,-2.9,111.3,3.0,not_play
1048,WAS,1993-94,NBA,24,58,0.293,7th of 7,-7.13,95.9,0.8,104.5,-1.8,112.2,5.9,not_play
1049,WAS,1992-93,NBA,22,60,0.268,7th of 7,-6.49,97.7,0.9,103.6,-4.4,110.8,2.8,not_play
1050,WAS,1991-92,NBA,25,57,0.305,6th of 7,-4.35,97.7,1.1,103.9,-4.3,108.4,0.2,not_play
1051,WAS,1990-91,NBA,30,52,0.366,4th of 6,-4.84,97.5,-0.3,103.0,-4.9,108.1,0.2,not_play
1052,WAS,1989-90,NBA,31,51,0.378,4th of 6,-2.43,99.4,1.1,107.5,-0.6,109.7,1.6,not_play
1053,WAS,1988-89,NBA,40,42,0.488,4th of 6,-1.77,100.8,0.2,106.4,-1.4,108.5,0.7,not_play
1054,WAS,1987-88,NBA,38,44,0.463,2nd of 5,-0.16,98.1,-1.5,106.5,-1.5,107.2,-0.8,Lost E. Conf. 1st Rnd.
1055,WAS,1986-87,NBA,42,40,0.512,3rd of 5,-1.02,100.2,-0.6,105.7,-2.6,107.0,-1.3,Lost E. Conf. 1st Rnd.
1056,WAS,1985-86,NBA,39,43,0.476,3rd of 5,-1.28,99.1,-3.0,103.0,-4.2,104.8,-2.4,Lost E. Conf. 1st Rnd.
