,SEASON,SCHOOL,CONF,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,COLLEGE_URL
0,2012-13,Pitt,Big East,17,17,413,20.7,0.536,0.543,0.0,0.391,117,14.4,20.3,17.4,5.3,1.5,11.2,14.8,17.0,0.7,0.9,1.6,0.157,/players/steven-adams-1.html
1,2016-17,Kentucky,SEC,18,18,557,23.3,0.68,0.667,0.008,0.907,234,9.3,17.0,13.2,2.6,1.4,5.2,14.4,18.3,1.8,1.1,2.8,0.203,/players/edrice-adebayo-1.html
2,2016-17,Texas,Big 12,18,18,622,23.2,0.602,0.599,0.015,0.477,273,11.4,22.2,16.8,4.4,1.1,5.3,17.4,24.0,1.2,0.8,2.0,0.127,/players/jarrett-allen-1.html
3,2017-18,Dayton,A-10,16,0,213,16.4,0.612,0.62,0.109,1.0,79,9.2,16.1,12.8,5.5,0.9,5.8,21.0,22.0,0.3,0.1,0.4,0.082,/players/kostas-antetokounmpo-1.html
4,2015-16,Indiana,Big Ten,18,0,281,22.5,0.591,0.593,0.293,0.387,101,10.1,15.2,12.7,7.2,3.6,5.0,11.0,18.1,0.7,0.6,1.3,0.186,/players/og-anunoby-1.html
5,2016-17,Indiana,Big Ten,6,3,153,18.7,0.533,0.511,0.25,0.364,56,8.7,12.3,10.5,11.2,4.2,4.3,20.1,21.1,0.2,0.1,0.3,0.082,/players/og-anunoby-1.html
6,2017-18,Arizona,Pac-12,18,18,623,32.4,0.658,0.624,0.04,0.465,344,14.0,26.5,20.7,9.5,0.8,7.0,12.1,25.8,2.9,1.0,3.8,0.247,/players/deandre-ayton-1.html
7,2017-18,Duke,ACC,14,13,493,29.3,0.619,0.611,0.13,0.486,262,13.5,22.7,18.4,8.4,1.9,3.3,13.6,26.2,1.7,1.0,2.8,0.226,/players/marvin-bagleyiii-1.html
8,2016-17,UCLA,Pac-12,18,18,633,27.2,0.683,0.68,0.536,0.279,317,3.7,15.6,10.0,31.5,3.5,1.9,18.2,19.1,2.5,1.0,3.5,0.222,/players/lonzo-ball-1.html
9,2016-17,TCU,Big 12,18,0,309,9.8,0.539,0.526,0.368,0.158,82,5.2,13.4,9.4,8.1,0.6,1.6,18.9,16.9,0.2,0.1,0.3,0.037,/players/desmond-bane-1.html
10,2017-18,TCU,Big 12,18,17,564,18.7,0.66,0.627,0.424,0.329,216,2.2,12.6,7.4,15.0,1.7,0.5,14.5,18.9,1.6,0.2,1.8,0.13,/players/desmond-bane-1.html
11,2018-19,TCU,Big 12,18,18,666,19.5,0.595,0.572,0.355,0.145,262,5.1,12.4,8.7,11.5,1.9,1.0,10.3,20.5,1.8,0.4,2.2,0.131,/players/desmond-bane-1.html
12,2019-20,TCU,Big 12,18,18,648,22.5,0.566,0.552,0.508,0.123,288,4.0,16.2,9.9,32.4,2.2,1.9,14.4,25.9,1.8,0.7,2.4,0.15,/players/desmond-bane-1.html
13,2010-11,UNC,ACC,16,15,456,20.2,0.521,0.491,0.376,0.226,227,8.0,13.6,10.9,7.8,1.1,1.7,11.2,28.4,1.1,0.7,1.8,0.157,/players/harrison-barnes-1.html
14,2011-12,UNC,ACC,16,15,481,22.1,0.524,0.478,0.273,0.383,249,7.7,12.1,9.9,5.8,2.1,1.1,9.8,28.7,1.5,0.8,2.3,0.191,/players/harrison-barnes-1.html
15,2020-21,Florida State,ACC,14,2,335,25.1,0.551,0.526,0.188,0.342,175,8.7,13.2,11.1,31.4,3.6,2.8,17.6,24.2,1.1,0.5,1.6,0.195,/players/scottie-barnes-1.html
16,2011-12,Florida,SEC,16,16,553,22.7,0.577,0.503,0.44,0.535,223,5.0,22.9,14.0,11.8,2.5,3.1,13.5,23.1,1.7,0.7,2.4,0.176,/players/bradley-beal-1.html
17,2014-15,Oregon,Pac-12,17,14,440,18.6,0.605,0.615,0.0,0.277,105,9.4,18.6,14.2,9.2,2.3,9.6,18.8,10.9,0.7,0.7,1.4,0.13,/players/jordan-bell-1.html
18,2015-16,Oregon,Pac-12,18,1,350,19.7,0.598,0.614,0.0,0.398,121,8.9,19.8,14.4,11.7,2.3,7.8,22.7,18.3,0.5,0.6,1.1,0.123,/players/jordan-bell-1.html
19,2016-17,Oregon,Pac-12,18,18,509,28.8,0.665,0.66,0.046,0.336,213,11.2,20.5,16.1,15.8,3.4,6.5,13.2,17.9,1.9,1.2,3.2,0.248,/players/jordan-bell-1.html
20,2018-19,Villanova,Big East,18,15,562,17.3,0.606,0.607,0.579,0.127,164,9.4,11.4,10.4,7.8,2.0,0.7,8.2,13.9,1.5,0.5,2.0,0.142,/players/saddiq-bey-1.html
21,2019-20,Villanova,Big East,18,18,635,21.4,0.618,0.6,0.54,0.239,280,3.4,9.9,6.7,13.5,1.6,0.8,10.7,23.6,2.0,0.8,2.8,0.175,/players/saddiq-bey-1.html
22,2014-15,Kentucky,SEC,18,0,427,20.5,0.597,0.562,0.438,0.281,179,3.0,8.3,5.8,11.5,0.7,0.0,8.9,24.0,1.5,0.7,2.2,0.208,/players/devin-booker-2.html
23,2015-16,Oregon,Pac-12,18,17,471,29.7,0.665,0.634,0.433,0.493,202,10.5,20.3,15.4,2.8,1.9,12.2,7.3,19.0,1.9,0.9,2.8,0.238,/players/chris-boucher-1.html
24,2016-17,Oregon,Pac-12,18,1,404,22.4,0.559,0.558,0.435,0.279,166,6.7,20.5,14.1,2.8,0.7,10.8,7.9,24.4,0.9,0.9,1.7,0.169,/players/chris-boucher-1.html
25,2015-16,Villanova,Big East,18,0,361,16.9,0.659,0.608,0.369,0.523,101,4.2,12.1,8.4,7.0,2.7,3.8,10.0,12.9,0.9,0.8,1.6,0.18,/players/mikal-bridges-1.html
26,2016-17,Villanova,Big East,18,18,562,20.2,0.662,0.621,0.5,0.266,178,4.9,13.6,9.6,9.7,4.0,4.4,17.7,16.2,1.3,1.2,2.5,0.177,/players/mikal-bridges-1.html
27,2017-18,Villanova,Big East,18,18,607,25.1,0.647,0.613,0.496,0.257,306,5.0,12.4,8.9,10.8,2.3,2.6,9.6,23.4,2.3,0.7,3.0,0.197,/players/mikal-bridges-1.html
28,2011-12,Virginia,ACC,14,1,333,11.4,0.522,0.5,0.4,0.188,86,3.1,10.8,7.1,9.1,1.8,0.4,17.9,18.9,0.2,0.6,0.8,0.09,/players/malcolm-brogdon-1.html
29,2013-14,Virginia,ACC,18,18,600,25.8,0.573,0.503,0.272,0.41,261,4.7,16.9,10.9,21.8,2.6,0.4,6.8,23.8,2.4,1.5,3.9,0.262,/players/malcolm-brogdon-1.html
30,2014-15,Virginia,ACC,18,18,615,19.3,0.54,0.485,0.358,0.284,230,1.7,13.5,7.7,16.1,1.9,1.4,12.1,25.5,1.3,1.5,2.8,0.181,/players/malcolm-brogdon-1.html
31,2015-16,Virginia,ACC,18,18,626,27.0,0.629,0.58,0.382,0.309,317,1.8,13.2,7.8,18.0,1.8,0.6,10.1,29.6,2.6,0.9,3.5,0.222,/players/malcolm-brogdon-1.html
32,2010-11,Providence,Big East,18,17,696,27.0,0.571,0.525,0.331,0.404,432,5.7,12.4,8.8,15.9,1.7,2.6,12.2,31.4,2.8,0.0,2.7,0.158,/players/marshon-brooks-1.html
33,2015-16,California,Pac-12,18,18,526,20.3,0.545,0.507,0.267,0.578,272,4.0,16.6,10.6,17.1,1.5,2.7,16.5,30.2,0.9,1.0,1.9,0.141,/players/jaylen-brown-1.html
34,2014-15,Elon,CAA,18,11,498,19.5,0.498,0.433,0.35,0.516,276,5.9,14.8,10.1,29.0,2.6,1.8,18.4,34.2,0.5,0.5,1.1,0.087,/players/elijah-bryant-1.html
35,2016-17,BYU,WCC,16,7,434,19.9,0.583,0.534,0.45,0.45,204,2.8,11.3,7.3,19.1,1.9,1.4,12.6,22.9,1.1,0.7,1.8,0.165,/players/elijah-bryant-1.html
36,2017-18,BYU,WCC,18,18,654,22.7,0.636,0.586,0.525,0.38,299,1.3,22.4,12.5,14.9,2.2,1.9,15.3,26.1,1.6,1.3,3.0,0.181,/players/elijah-bryant-1.html
37,2011-12,Michigan,Big Ten,18,17,676,21.4,0.55,0.505,0.364,0.364,298,2.6,10.5,6.6,28.0,1.6,1.2,15.1,27.3,2.0,0.5,2.6,0.152,/players/trey-burke-1.html
38,2012-13,Michigan,Big Ten,18,18,659,30.7,0.569,0.524,0.344,0.355,386,2.0,9.6,5.9,37.3,3.4,1.3,10.1,29.6,3.4,0.6,4.1,0.247,/players/trey-burke-1.html
39,2010-11,Marquette,Big East,18,16,658,24.7,0.597,0.518,0.146,0.667,296,9.3,12.5,10.9,12.3,2.3,1.1,9.6,21.9,2.7,0.3,3.0,0.185,/players/jimmy-butler-1.html
40,2015-16,UNC Wilmington,CAA,14,3,88,15.4,0.582,0.667,0.0,0.667,24,13.0,30.3,21.8,0.0,2.6,2.4,20.2,14.2,0.1,0.2,0.3,0.131,/players/devontae-cacok-1.html
41,2016-17,UNC Wilmington,CAA,18,17,482,29.8,0.734,0.763,0.0,0.5,197,15.9,28.3,21.8,1.5,3.1,5.6,14.0,16.5,1.8,1.0,2.8,0.231,/players/devontae-cacok-1.html
42,2017-18,UNC Wilmington,CAA,18,16,569,27.8,0.563,0.547,0.0,0.493,305,17.5,33.2,24.9,4.7,2.0,2.4,12.1,26.0,1.7,0.7,2.4,0.169,/players/devontae-cacok-1.html
43,2018-19,UNC Wilmington,CAA,18,17,555,27.4,0.59,0.587,0.005,0.411,270,15.2,37.0,25.3,6.4,1.8,2.3,13.9,24.9,1.6,0.4,2.0,0.145,/players/devontae-cacok-1.html
44,2011-12,Georgia,SEC,16,15,540,19.7,0.498,0.477,0.559,0.169,189,4.0,17.4,10.0,9.1,3.8,1.0,7.9,23.6,1.0,0.5,1.5,0.114,/players/kentavious-caldwell-pope-1.html
45,2012-13,Georgia,SEC,18,17,613,27.6,0.595,0.54,0.511,0.396,293,4.0,21.2,13.2,15.8,3.6,2.2,12.0,29.2,2.3,1.1,3.4,0.223,/players/kentavious-caldwell-pope-1.html
46,2011-12,Syracuse,Big East,12,0,96,26.2,0.791,0.806,0.389,0.333,35,5.2,11.0,8.2,29.5,4.4,1.1,19.3,14.1,0.4,0.2,0.6,0.248,/players/michael-carter-williams-1.html
47,2012-13,Syracuse,Big East,18,18,662,20.9,0.5,0.438,0.318,0.417,261,5.3,10.7,8.0,33.4,4.6,1.6,18.7,22.8,1.5,1.0,2.5,0.151,/players/michael-carter-williams-1.html
48,2012-13,Texas A&M,SEC,18,10,465,10.9,0.427,0.397,0.314,0.363,127,4.3,12.5,8.4,27.0,4.6,1.7,28.2,20.0,-0.2,0.7,0.5,0.044,/players/alex-caruso-1.html
49,2013-14,Texas A&M,SEC,18,17,547,16.1,0.511,0.464,0.259,0.527,170,1.1,12.2,6.6,36.7,4.0,2.5,22.2,18.7,0.4,1.1,1.5,0.109,/players/alex-caruso-1.html
50,2014-15,Texas A&M,SEC,18,18,604,17.5,0.565,0.529,0.36,0.39,202,2.6,15.3,9.1,32.2,3.4,0.4,25.4,19.1,0.9,1.1,2.0,0.132,/players/alex-caruso-1.html
51,2015-16,Texas A&M,SEC,18,18,526,19.1,0.608,0.579,0.355,0.336,178,3.5,9.9,6.7,33.1,3.9,1.8,23.4,15.5,1.1,0.9,2.1,0.156,/players/alex-caruso-1.html
52,2012-13,Kentucky,SEC,14,10,351,21.2,0.588,0.643,0.0,0.56,122,12.4,18.5,15.7,7.5,1.7,8.3,20.8,20.1,0.6,0.5,1.1,0.127,/players/willie-cauley-stein-1.html
53,2013-14,Kentucky,SEC,18,9,402,20.4,0.562,0.573,0.0,0.5,114,11.3,14.0,12.7,4.6,3.2,8.8,14.3,14.8,0.7,0.8,1.5,0.149,/players/willie-cauley-stein-1.html
54,2014-15,Kentucky,SEC,18,17,474,19.8,0.576,0.571,0.0,0.582,146,10.3,18.4,14.5,7.2,2.7,6.3,19.9,17.7,0.7,1.4,2.1,0.178,/players/willie-cauley-stein-1.html
55,2015-16,Washington,Pac-12,18,18,467,20.6,0.581,0.563,0.2,0.337,222,10.2,11.6,10.9,6.7,1.6,6.2,14.3,22.8,1.0,0.4,1.4,0.122,/players/marquese-chriss-1.html
56,2010-11,Belmont,A-Sun,20,20,506,22.9,0.646,0.625,0.554,0.179,224,2.7,10.1,6.6,14.9,2.5,0.7,11.1,22.0,2.0,1.2,3.2,0.253,/players/ian-clark-1.html
57,2011-12,Belmont,A-Sun,18,18,497,22.9,0.632,0.615,0.681,0.154,222,2.2,10.8,6.8,18.9,1.8,0.2,8.4,21.3,2.1,0.5,2.7,0.216,/players/ian-clark-1.html
58,2012-13,Belmont,OVC,16,15,529,26.6,0.694,0.675,0.505,0.232,261,1.1,12.5,7.1,17.1,3.6,0.5,16.3,25.3,2.2,0.8,3.0,0.227,/players/ian-clark-1.html
59,2015-16,San Jose State,MWC,18,0,480,24.6,0.667,0.692,0.03,0.636,174,11.1,19.5,15.3,15.3,1.8,6.8,15.1,16.0,1.3,0.7,2.1,0.175,/players/brandon-clarke-1.html
60,2016-17,San Jose State,MWC,18,18,623,29.7,0.609,0.618,0.004,0.372,335,9.3,23.2,16.0,20.1,1.8,8.3,11.8,26.0,2.0,0.9,2.9,0.187,/players/brandon-clarke-1.html
61,2018-19,Gonzaga,WCC,16,15,442,39.3,0.7,0.688,0.051,0.376,249,13.2,22.1,18.2,11.8,1.7,12.0,8.0,23.4,2.6,1.5,4.1,0.371,/players/brandon-clarke-1.html
62,2010-11,Tulsa,CUSA,15,0,368,15.9,0.544,0.458,0.37,0.563,159,1.2,9.1,5.3,19.1,2.1,0.9,18.8,26.6,0.7,0.4,1.1,0.123,/players/jordan-clarkson-1.html
63,2011-12,Tulsa,CUSA,16,16,555,23.4,0.606,0.558,0.328,0.333,259,3.1,9.8,6.5,18.6,1.9,1.7,14.9,26.9,2.0,0.7,2.7,0.198,/players/jordan-clarkson-1.html
64,2013-14,Missouri,SEC,18,18,647,19.0,0.528,0.455,0.24,0.45,303,2.9,11.1,7.2,20.5,1.6,0.4,13.5,27.7,1.4,0.3,1.8,0.109,/players/jordan-clarkson-1.html
65,2010-11,Cleveland State,Horizon,18,18,648,29.9,0.561,0.487,0.247,0.483,405,2.7,22.8,13.4,41.4,3.5,0.0,14.2,31.7,3.0,1.1,4.1,0.252,/players/norris-cole-1.html
66,2015-16,Wake Forest,ACC,18,1,250,18.3,0.542,0.494,0.0,0.654,110,11.0,14.2,12.6,5.1,1.6,3.5,13.1,24.0,0.5,0.1,0.6,0.094,/players/john-collins-1.html
67,2016-17,Wake Forest,ACC,18,18,489,37.1,0.672,0.639,0.0,0.542,330,16.0,23.5,19.7,5.0,1.1,6.7,11.4,30.4,2.6,0.4,3.0,0.247,/players/john-collins-1.html
68,2015-16,Wake Forest,ACC,18,1,250,18.3,0.542,0.494,0.0,0.654,110,11.0,14.2,12.6,5.1,1.6,3.5,13.1,24.0,0.5,0.1,0.6,0.094,/players/john-collins-1.html
69,2016-17,Wake Forest,ACC,18,18,489,37.1,0.672,0.639,0.0,0.542,330,16.0,23.5,19.7,5.0,1.1,6.7,11.4,30.4,2.6,0.4,3.0,0.247,/players/john-collins-1.html
70,2011-12,Notre Dame,Big East,18,12,404,15.4,0.529,0.524,0.676,0.057,104,5.3,20.9,13.3,10.1,1.6,1.0,11.5,17.4,0.6,0.6,1.3,0.125,/players/pat-connaughton-1.html
71,2012-13,Notre Dame,Big East,18,18,586,12.5,0.517,0.488,0.569,0.244,140,3.8,16.8,10.3,12.1,0.7,0.9,11.0,15.0,0.9,0.4,1.3,0.086,/players/pat-connaughton-1.html
72,2013-14,Notre Dame,ACC,18,18,702,19.8,0.561,0.527,0.598,0.196,246,3.7,19.4,11.4,17.4,1.3,1.1,9.7,19.7,1.8,0.4,2.2,0.126,/players/pat-connaughton-1.html
73,2014-15,Notre Dame,ACC,18,18,670,16.4,0.569,0.548,0.657,0.181,188,3.7,20.0,12.4,6.5,0.9,2.4,7.7,16.4,1.3,0.6,1.9,0.112,/players/pat-connaughton-1.html
74,2011-12,Duke,ACC,15,4,194,13.5,0.469,0.436,0.491,0.345,66,0.0,8.0,4.1,27.2,1.5,0.0,12.3,19.2,0.4,0.1,0.5,0.097,/players/quinn-cook-1.html
75,2012-13,Duke,ACC,18,18,630,18.5,0.54,0.509,0.417,0.156,267,2.3,11.8,7.1,26.7,2.1,0.5,15.0,21.9,1.7,0.7,2.4,0.155,/players/quinn-cook-1.html
76,2013-14,Duke,ACC,18,9,489,14.9,0.511,0.469,0.578,0.248,185,1.2,5.4,3.2,22.7,2.3,0.0,13.5,22.2,1.0,0.4,1.4,0.115,/players/quinn-cook-1.html
77,2014-15,Duke,ACC,18,18,683,19.3,0.597,0.56,0.588,0.265,273,1.4,10.1,5.9,12.5,1.2,0.1,8.6,20.9,2.3,0.6,2.9,0.169,/players/quinn-cook-1.html
78,2010-11,Tennessee State,OVC,18,18,584,22.6,0.62,0.588,0.281,0.287,225,9.9,24.2,17.2,10.4,2.5,3.5,17.1,21.7,1.6,1.0,2.6,0.175,/players/robert-covington-1.html
79,2011-12,Tennessee State,OVC,16,16,524,31.3,0.626,0.603,0.343,0.31,284,15.4,20.3,17.8,7.9,2.7,4.7,13.2,27.8,2.4,0.8,3.3,0.25,/players/robert-covington-1.html
80,2012-13,Tennessee State,OVC,7,5,213,33.8,0.632,0.561,0.284,0.527,112,11.9,21.4,17.0,11.9,4.4,6.9,12.3,25.5,1.1,0.4,1.4,0.269,/players/robert-covington-1.html
81,2020-21,Oklahoma State,Big 12,15,15,545,20.8,0.578,0.518,0.365,0.406,287,2.7,17.0,10.3,18.6,2.1,2.7,20.7,29.5,1.1,0.8,1.9,0.142,/players/cade-cunningham-1.html
82,2011-12,Kentucky,SEC,16,16,535,40.0,0.706,0.681,0.056,0.535,239,13.0,22.9,18.4,4.6,2.7,14.9,5.2,19.5,3.2,1.5,4.6,0.348,/players/anthony-davis-5.html
83,2015-16,Ole Miss,SEC,13,0,98,12.6,0.483,0.5,0.435,0.739,30,4.2,9.1,6.6,12.4,3.5,2.4,11.4,17.3,0.1,0.1,0.2,0.086,/players/terence-davis-1.html
84,2016-17,Ole Miss,SEC,18,15,473,21.6,0.539,0.505,0.338,0.288,254,5.4,15.9,10.7,18.4,3.0,0.9,11.9,28.4,1.0,0.7,1.8,0.15,/players/terence-davis-1.html
85,2017-18,Ole Miss,SEC,18,13,486,16.1,0.464,0.425,0.441,0.282,213,5.7,19.5,12.2,14.2,1.8,3.2,11.0,27.2,0.4,0.4,0.8,0.064,/players/terence-davis-1.html
86,2018-19,Ole Miss,SEC,18,17,560,21.9,0.559,0.525,0.471,0.271,270,4.1,19.1,11.7,20.8,3.4,1.4,15.0,26.7,1.3,0.8,2.1,0.151,/players/terence-davis-1.html
87,2010-11,Saint Mary's,WCC,14,14,519,17.2,0.558,0.489,0.521,0.38,211,4.7,8.1,6.5,23.1,2.1,0.0,18.1,20.9,1.4,0.3,1.7,0.133,/players/matthew-dellavedova-1.html
88,2011-12,Saint Mary's,WCC,16,16,615,22.9,0.612,0.547,0.45,0.538,290,2.9,9.8,6.5,33.0,1.3,0.3,16.4,21.8,2.8,0.4,3.3,0.211,/players/matthew-dellavedova-1.html
89,2012-13,Saint Mary's,WCC,16,16,561,22.9,0.547,0.484,0.544,0.378,273,1.9,11.5,6.8,33.5,2.3,0.6,14.6,25.0,2.3,0.8,3.0,0.216,/players/matthew-dellavedova-1.html
90,2016-17,Villanova,Big East,18,0,496,13.3,0.544,0.5,0.458,0.339,156,4.5,9.3,7.1,12.6,1.7,1.0,17.0,17.8,0.7,0.6,1.3,0.109,/players/donte-divincenzo-1.html
91,2017-18,Villanova,Big East,18,9,567,21.8,0.604,0.591,0.553,0.239,275,3.8,13.5,8.9,20.1,2.6,0.5,13.4,22.6,1.8,0.6,2.4,0.167,/players/donte-divincenzo-1.html
92,2016-17,Virginia,ACC,18,0,242,13.4,0.569,0.559,0.118,0.618,50,6.4,14.6,10.4,4.1,1.4,10.0,15.4,12.5,0.3,0.6,0.8,0.138,/players/mamadi-diakite-1.html
93,2017-18,Virginia,ACC,18,0,231,16.4,0.602,0.556,0.0,0.389,67,3.9,17.7,10.9,3.7,2.3,4.5,16.9,19.8,0.3,0.6,0.9,0.163,/players/mamadi-diakite-1.html
94,2018-19,Virginia,ACC,18,11,405,20.5,0.551,0.532,0.054,0.234,130,10.4,14.0,12.4,2.5,1.0,12.2,12.1,20.0,0.8,1.0,1.7,0.169,/players/mamadi-diakite-1.html
95,2019-20,Virginia,ACC,20,20,672,19.4,0.563,0.515,0.153,0.396,244,6.7,17.4,12.4,6.1,1.2,5.1,16.1,24.9,1.0,1.7,2.7,0.161,/players/mamadi-diakite-1.html
96,2010-11,Louisville,Big East,13,5,224,24.1,0.602,0.608,0.0,0.569,78,11.7,18.5,15.1,11.9,2.1,12.3,15.6,17.9,0.6,0.4,1.0,0.181,/players/gorgui-dieng-1.html
97,2011-12,Louisville,Big East,18,18,597,18.7,0.534,0.504,0.0,0.362,163,10.7,20.1,15.5,7.4,2.7,9.9,20.8,15.9,0.6,1.3,2.0,0.132,/players/gorgui-dieng-1.html
98,2012-13,Louisville,Big East,18,18,613,24.6,0.56,0.517,0.0,0.538,211,13.6,25.9,19.9,11.3,2.6,9.3,17.5,18.5,1.5,1.8,3.3,0.216,/players/gorgui-dieng-1.html
99,2018-19,Illinois,Big Ten,20,20,651,17.6,0.531,0.498,0.38,0.29,288,2.2,11.7,6.7,21.8,2.2,1.0,14.4,24.9,1.1,0.4,1.5,0.093,/players/ayo-dosunmu-1.html
