,SEASON,SCHOOL,CONF,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,COLLEGE_URL
201,2018-19,Murray State,OVC,18,18,665,31.9,0.606,0.539,0.314,0.532,511,3.2,10.6,7.1,50.9,2.7,2.6,20.4,33.3,3.3,1.0,4.4,0.264,/players/temetrius-morant-1.html
202,2011-12,Oregon State,Pac-12,18,11,383,17.8,0.487,0.484,0.049,0.803,106,13.1,25.3,19.1,11.8,2.9,9.9,21.4,13.7,0.4,0.5,0.9,0.095,/players/eric-moreland-1.html
203,2012-13,Oregon State,Pac-12,15,8,472,17.3,0.541,0.554,0.096,0.614,131,12.0,27.9,19.8,10.2,1.7,7.3,25.7,15.4,0.4,0.6,1.0,0.082,/players/eric-moreland-1.html
204,2013-14,Oregon State,Pac-12,18,17,530,16.9,0.497,0.479,0.017,0.568,162,9.3,31.9,21.0,9.9,1.4,6.6,21.5,18.6,0.2,0.8,1.0,0.076,/players/eric-moreland-1.html
205,2010-11,Kansas,Big 12,16,16,413,29.5,0.67,0.673,0.176,0.471,210,12.7,26.6,19.9,13.1,1.9,5.7,17.0,24.0,1.7,0.7,2.4,0.232,/players/markieff-morris-1.html
206,2015-16,Washington,Pac-12,18,18,645,15.9,0.489,0.456,0.223,0.314,302,3.4,13.0,8.0,22.7,2.8,0.7,16.0,25.2,0.5,0.6,1.1,0.071,/players/dejounte-murray-1.html
207,2015-16,Kentucky,SEC,18,18,646,27.1,0.621,0.592,0.524,0.271,349,5.0,11.5,8.4,10.2,1.7,0.9,8.7,27.6,2.9,0.9,3.8,0.233,/players/jamal-murray-1.html
208,2012-13,Kentucky,SEC,11,11,375,26.7,0.612,0.638,0.0,0.812,118,9.8,24.0,17.5,8.6,2.5,15.1,19.4,16.6,0.8,0.9,1.7,0.177,/players/nerlens-noel-1.html
209,2013-14,Illinois,Big Ten,18,8,423,16.0,0.594,0.574,0.471,0.149,139,1.3,8.2,4.5,15.9,1.5,0.9,13.9,19.5,0.8,0.4,1.1,0.107,/players/kendrick-nunn-1.html
210,2014-15,Illinois,Big Ten,18,18,630,14.8,0.506,0.468,0.495,0.24,214,1.5,13.5,7.2,15.0,2.2,0.6,13.0,23.1,0.7,0.7,1.4,0.09,/players/kendrick-nunn-1.html
211,2015-16,Illinois,Big Ten,17,16,609,13.5,0.504,0.478,0.534,0.17,218,1.2,16.3,8.5,9.6,2.2,0.7,12.4,24.6,0.1,0.6,0.7,0.046,/players/kendrick-nunn-1.html
212,2017-18,Oakland,Horizon,18,16,702,26.8,0.606,0.567,0.569,0.286,449,3.0,11.7,7.6,20.7,2.2,0.9,11.3,33.3,2.7,0.6,3.2,0.183,/players/kendrick-nunn-1.html
213,2017-18,Louisville,ACC,11,0,112,25.0,0.654,0.613,0.45,0.35,53,2.2,20.4,11.8,13.1,4.1,0.9,14.6,25.1,0.3,0.2,0.6,0.197,/players/jordan-nwora-1.html
214,2018-19,Louisville,ACC,18,18,610,17.5,0.535,0.502,0.475,0.247,271,3.2,19.6,11.7,9.9,1.3,1.3,13.4,27.6,0.9,1.2,2.1,0.135,/players/jordan-nwora-1.html
215,2019-20,Louisville,ACC,20,19,680,21.8,0.572,0.529,0.475,0.28,305,5.4,22.1,13.9,8.4,1.2,1.2,11.1,25.2,2.0,1.1,3.1,0.185,/players/jordan-nwora-1.html
216,2014-15,Duke,ACC,17,17,540,28.7,0.635,0.652,0.0,0.567,276,15.7,18.7,17.3,9.4,1.3,3.8,17.2,25.9,1.9,0.8,2.7,0.199,/players/jahlil-okafor-1.html
217,2019-20,Auburn,SEC,15,15,496,18.6,0.565,0.512,0.346,0.638,186,5.5,9.8,7.6,14.5,1.9,3.0,13.6,18.8,1.3,0.4,1.7,0.137,/players/isaac-okoro-1.html
218,2010-11,Indiana,Big Ten,18,5,342,20.1,0.594,0.556,0.191,0.584,132,9.0,15.5,12.2,8.0,2.2,1.4,15.6,21.8,0.9,0.0,0.9,0.107,/players/victor-oladipo-1.html
219,2011-12,Indiana,Big Ten,18,16,498,19.4,0.528,0.458,0.204,0.507,197,8.9,17.6,13.5,13.1,2.8,3.0,17.4,22.8,1.1,0.4,1.5,0.119,/players/victor-oladipo-1.html
220,2012-13,Indiana,Big Ten,18,18,523,29.1,0.658,0.623,0.214,0.409,250,13.6,16.3,15.0,15.9,4.1,2.8,17.8,22.8,2.3,1.0,3.3,0.251,/players/victor-oladipo-1.html
221,2010-11,Gonzaga,WCC,14,0,156,17.3,0.528,0.534,0.25,0.659,61,14.2,24.0,19.3,6.1,1.5,1.4,17.2,23.2,0.3,0.3,0.5,0.133,/players/kelly-olynyk-1.html
222,2012-13,Gonzaga,WCC,16,16,427,42.2,0.727,0.705,0.083,0.548,276,12.4,22.8,18.1,18.2,1.7,6.7,15.2,31.1,3.0,1.0,4.0,0.376,/players/kelly-olynyk-1.html
223,2010-11,Florida,SEC,15,14,534,22.6,0.58,0.576,0.393,0.31,206,8.5,24.4,16.3,20.5,1.6,1.0,14.4,19.4,1.7,0.8,2.5,0.185,/players/chandler-parsons-1.html
224,2014-15,Fordham,A-10,16,16,534,17.7,0.508,0.448,0.358,0.345,246,6.0,13.0,9.4,7.2,1.9,1.5,13.9,29.8,0.7,0.4,1.1,0.081,/players/eric-paschall-1.html
225,2016-17,Villanova,Big East,18,7,407,13.1,0.569,0.562,0.315,0.18,111,8.9,10.1,9.5,4.9,1.3,3.3,15.0,15.0,0.6,0.5,1.2,0.114,/players/eric-paschall-1.html
226,2017-18,Villanova,Big East,16,16,510,20.7,0.724,0.703,0.397,0.302,192,4.5,11.9,8.4,12.8,2.3,1.8,14.8,15.4,1.7,0.5,2.2,0.172,/players/eric-paschall-1.html
227,2018-19,Villanova,Big East,18,18,671,20.9,0.591,0.547,0.491,0.397,288,3.0,17.3,10.1,13.0,1.2,1.8,11.6,24.1,2.0,0.7,2.6,0.158,/players/eric-paschall-1.html
228,2011-12,Louisiana,Sun Belt,16,1,338,10.7,0.451,0.425,0.057,0.874,128,6.1,12.8,9.5,31.1,2.2,1.3,29.7,25.5,-0.3,0.6,0.3,0.034,/players/elfrid-payton-1.html
229,2012-13,Louisiana,Sun Belt,20,20,733,24.7,0.563,0.525,0.1,0.569,379,3.7,13.8,8.8,36.3,3.8,1.8,18.3,25.2,2.3,0.8,3.0,0.165,/players/elfrid-payton-1.html
230,2013-14,Louisiana,Sun Belt,18,18,676,26.5,0.568,0.552,0.095,0.625,376,7.5,12.3,9.8,34.6,3.9,1.9,17.3,26.0,2.2,1.0,3.2,0.187,/players/elfrid-payton-1.html
231,2010-11,Duke,ACC,16,13,424,18.5,0.542,0.566,0.0,0.5,120,13.1,28.3,21.0,9.0,1.5,6.4,22.9,14.3,0.5,1.1,1.7,0.158,/players/mason-plumlee-1.html
232,2011-12,Duke,ACC,16,13,434,21.0,0.524,0.483,0.0,0.647,172,11.9,24.3,18.2,10.8,1.5,4.5,15.6,21.1,1.0,0.7,1.7,0.154,/players/mason-plumlee-1.html
233,2012-13,Duke,ACC,18,18,647,24.1,0.588,0.556,0.0,0.652,299,10.3,24.2,17.3,12.1,1.9,3.8,17.5,23.7,2.0,1.1,3.1,0.189,/players/mason-plumlee-1.html
234,2013-14,Arkansas,SEC,18,18,528,21.9,0.545,0.506,0.094,0.371,212,9.1,15.7,12.3,9.6,2.4,6.6,10.7,20.5,1.1,0.9,1.9,0.147,/players/bobby-portis-1.html
235,2014-15,Arkansas,SEC,18,18,562,31.4,0.6,0.566,0.049,0.313,309,13.8,20.6,17.0,9.4,1.7,6.3,10.0,27.0,2.3,0.9,3.1,0.224,/players/bobby-portis-1.html
236,2011-12,UCLA,Pac-12,18,1,329,8.1,0.467,0.47,0.451,0.037,73,1.3,13.4,7.5,9.1,1.1,1.3,15.2,15.9,0.1,0.3,0.5,0.055,/players/norman-powell-1.html
237,2012-13,UCLA,Pac-12,18,1,333,6.7,0.498,0.486,0.471,0.129,69,1.1,10.5,5.9,9.2,1.0,1.9,22.0,14.5,-0.1,0.3,0.3,0.034,/players/norman-powell-1.html
238,2013-14,UCLA,Pac-12,18,18,472,17.4,0.581,0.553,0.277,0.362,174,3.1,10.0,6.5,11.1,2.4,1.8,9.8,19.3,1.0,0.6,1.6,0.134,/players/norman-powell-1.html
239,2014-15,UCLA,Pac-12,18,18,651,21.2,0.537,0.496,0.236,0.324,278,2.5,13.5,7.8,13.1,3.5,1.3,11.9,26.6,1.4,1.0,2.3,0.144,/players/norman-powell-1.html
240,2018-19,Kentucky,SEC,18,0,297,12.0,0.558,0.5,0.636,0.409,83,0.0,11.5,6.2,11.7,1.4,0.0,13.2,16.1,0.5,0.5,1.0,0.128,/players/immanuel-quickley-1.html
241,2019-20,Kentucky,SEC,18,14,635,23.3,0.62,0.533,0.43,0.528,300,1.6,12.2,7.4,11.0,1.6,0.5,8.9,23.7,2.6,0.6,3.3,0.206,/players/immanuel-quickley-1.html
242,2013-14,Kentucky,SEC,18,18,563,22.8,0.558,0.494,0.042,0.661,243,13.0,25.2,19.1,8.2,1.4,2.9,16.6,23.1,1.3,1.0,2.4,0.169,/players/julius-randle-1.html
243,2010-11,Colorado,Big 12,16,0,358,19.5,0.559,0.548,0.222,0.524,108,17.1,23.3,20.2,7.1,3.0,4.3,16.9,13.1,0.8,0.4,1.2,0.137,/players/andre-roberson-1.html
244,2011-12,Colorado,Pac-12,18,18,527,25.6,0.532,0.523,0.18,0.467,202,12.6,34.2,23.8,8.6,2.7,8.7,13.7,21.3,1.1,1.4,2.5,0.193,/players/andre-roberson-1.html
245,2012-13,Colorado,Pac-12,16,15,555,19.3,0.503,0.489,0.275,0.261,162,10.8,28.7,20.0,6.7,4.1,3.7,20.5,18.7,0.4,1.4,1.9,0.136,/players/andre-roberson-1.html
246,2014-15,Ohio State,Big Ten,18,18,642,28.2,0.575,0.54,0.454,0.348,362,3.7,17.3,10.5,32.7,2.6,0.7,13.6,30.6,2.5,1.0,3.5,0.22,/players/dangelo-russell-1.html
247,2014-15,Gonzaga,WCC,18,0,412,23.5,0.652,0.656,0.0,0.552,159,12.4,25.2,19.6,8.8,1.1,1.3,15.4,19.2,1.4,1.0,2.3,0.225,/players/domantas-sabonis-1.html
248,2015-16,Gonzaga,WCC,18,18,591,27.1,0.62,0.571,0.042,0.623,310,10.0,30.8,21.4,13.2,1.0,2.7,16.5,26.0,2.1,1.4,3.4,0.232,/players/domantas-sabonis-1.html
249,2017-18,Alabama,SEC,16,15,464,20.1,0.513,0.438,0.317,0.538,272,3.5,10.4,7.1,31.1,1.6,0.7,14.1,33.4,1.0,0.6,1.6,0.136,/players/collin-sexton-1.html
250,2016-17,Wichita State,MVC,18,18,513,24.2,0.73,0.713,0.589,0.277,222,1.7,9.5,5.8,24.1,1.5,0.7,10.6,17.5,2.3,1.0,3.3,0.256,/players/landry-shamet-1.html
251,2017-18,Wichita State,AAC,17,17,551,18.8,0.611,0.58,0.679,0.301,229,1.5,10.3,5.9,29.4,1.2,0.8,16.4,19.4,1.7,0.5,2.2,0.161,/players/landry-shamet-1.html
252,2010-11,Georgia Tech,ACC,16,16,531,26.9,0.523,0.473,0.35,0.387,299,7.2,17.0,11.6,26.0,4.9,0.4,12.2,30.2,1.8,0.8,2.6,0.195,/players/iman-shumpert-1.html
253,2014-15,New Mexico State,WAC,14,14,483,28.0,0.666,0.615,0.0,0.53,190,14.8,17.3,16.1,8.8,1.9,5.0,15.1,19.9,1.9,1.4,3.3,0.273,/players/pascal-siakam-1.html
254,2015-16,New Mexico State,WAC,14,14,486,31.4,0.569,0.551,0.026,0.378,254,14.0,24.2,19.5,13.7,2.0,8.1,10.5,26.8,1.7,1.6,3.3,0.273,/players/pascal-siakam-1.html
255,2015-16,LSU,SEC,18,17,647,27.6,0.594,0.549,0.005,0.906,381,8.6,26.4,17.5,26.9,3.0,1.5,18.5,27.9,2.0,0.9,2.9,0.179,/players/ben-simmons-1.html
256,2010-11,Duke,ACC,16,16,581,17.2,0.487,0.446,0.385,0.264,252,9.1,15.1,12.3,9.7,1.0,0.6,11.3,25.0,1.2,0.9,2.2,0.149,/players/kyle-singler-1.html
257,2012-13,Oklahoma State,Big 12,18,17,605,24.9,0.548,0.471,0.288,0.601,304,5.3,15.1,10.3,24.2,5.5,1.3,17.8,27.5,1.6,1.3,3.0,0.195,/players/marcus-smart-1.html
258,2013-14,Oklahoma State,Big 12,15,15,519,27.4,0.539,0.454,0.439,0.673,303,6.2,15.6,11.1,33.4,4.6,1.7,12.2,29.5,1.7,1.0,2.7,0.206,/players/marcus-smart-1.html
259,2016-17,NC State,ACC,18,18,641,23.1,0.565,0.534,0.389,0.5,352,3.6,12.8,8.1,34.7,3.1,1.3,18.8,27.3,1.6,0.0,1.6,0.103,/players/dennis-smithjr-1.html
260,2019-20,Washington,Pac-12,18,18,603,23.8,0.598,0.527,0.071,0.645,256,9.3,18.6,14.2,7.0,1.2,8.0,16.3,22.2,1.6,1.1,2.7,0.177,/players/isaiah-stewart-2.html
261,2014-15,Ohio State,Big Ten,18,12,436,23.5,0.616,0.624,0.112,0.52,171,10.1,14.5,12.3,3.0,1.9,2.4,9.8,21.2,1.4,0.6,2.0,0.18,/players/jaesean-tate-1.html
262,2015-16,Ohio State,Big Ten,15,15,447,18.8,0.547,0.545,0.104,0.285,175,7.9,13.7,10.9,12.1,2.0,0.8,11.4,21.2,0.9,0.6,1.4,0.129,/players/jaesean-tate-1.html
263,2016-17,Ohio State,Big Ten,18,18,570,19.2,0.551,0.544,0.123,0.385,247,6.1,15.6,11.0,15.3,2.3,2.0,16.0,24.5,0.9,0.5,1.4,0.1,/players/jaesean-tate-1.html
264,2017-18,Ohio State,Big Ten,18,18,557,22.0,0.593,0.577,0.123,0.411,233,5.8,17.5,12.1,18.0,2.4,2.9,16.3,22.7,1.3,1.1,2.4,0.173,/players/jaesean-tate-1.html
265,2016-17,Duke,ACC,18,18,605,20.6,0.565,0.511,0.362,0.339,280,5.2,19.7,12.6,13.1,2.0,2.7,16.3,25.7,1.3,0.6,2.0,0.129,/players/jayson-tatum-1.html
266,2010-11,Washington,Pac-10,18,18,589,22.4,0.569,0.512,0.46,0.526,333,2.5,10.8,6.6,37.4,2.1,0.2,18.4,26.3,2.2,0.6,2.8,0.189,/players/isaiah-thomas-1.html
267,2010-11,Washington State,Pac-10,17,16,606,22.9,0.545,0.498,0.437,0.28,342,4.1,15.7,10.2,25.7,2.4,3.8,16.9,33.2,1.3,0.8,2.2,0.143,/players/klay-thompson-1.html
268,2010-11,Texas,Big 12,16,16,501,26.0,0.547,0.557,0.0,0.919,235,14.1,15.3,14.7,10.0,1.3,7.6,11.9,24.7,1.6,1.2,2.8,0.223,/players/tristan-thompson-2.html
269,2015-16,Washington,Pac-12,18,18,480,11.4,0.536,0.5,0.546,0.315,134,3.7,9.3,6.4,9.8,2.4,3.1,17.3,14.1,0.4,0.4,0.8,0.068,/players/matisse-thybulle-1.html
270,2016-17,Washington,Pac-12,18,18,575,13.4,0.522,0.506,0.515,0.101,171,2.5,9.6,5.8,9.7,3.8,1.6,16.5,17.6,0.4,0.2,0.6,0.045,/players/matisse-thybulle-1.html
271,2017-18,Washington,Pac-12,18,18,586,18.0,0.573,0.562,0.497,0.19,191,3.8,7.7,5.8,14.1,4.9,3.9,17.3,17.6,0.8,1.1,1.9,0.129,/players/matisse-thybulle-1.html
272,2018-19,Washington,Pac-12,18,18,572,23.1,0.585,0.539,0.527,0.349,186,4.3,8.8,6.6,15.2,7.5,9.7,21.8,18.0,0.9,1.8,2.6,0.184,/players/matisse-thybulle-1.html
273,2014-15,Kentucky,SEC,18,18,388,33.2,0.643,0.588,0.025,0.542,191,13.9,22.8,18.6,13.0,1.3,12.2,12.2,23.9,1.8,1.2,3.1,0.315,/players/karl-anthony-towns-1.html
274,2014-15,Texas,Big 12,18,6,438,20.9,0.508,0.446,0.257,0.399,159,6.1,24.0,15.5,2.7,0.6,12.5,13.3,25.0,0.5,0.9,1.4,0.13,/players/myles-turner-1.html
275,2012-13,Wichita State,MVC,18,0,304,15.1,0.444,0.422,0.312,0.143,92,3.6,10.6,7.2,30.9,3.6,0.8,18.0,17.4,0.4,0.4,0.9,0.115,/players/fred-van-vleet-1.html
276,2013-14,Wichita State,MVC,18,18,562,27.1,0.634,0.566,0.343,0.599,251,4.4,11.9,8.3,36.0,3.7,0.4,11.6,18.8,2.6,1.4,4.0,0.282,/players/fred-van-vleet-1.html
277,2014-15,Wichita State,MVC,18,18,538,29.1,0.611,0.549,0.344,0.513,256,3.9,14.2,9.2,39.8,3.5,0.6,14.3,23.6,2.5,1.4,3.9,0.288,/players/fred-van-vleet-1.html
278,2015-16,Wichita State,MVC,18,18,531,24.7,0.546,0.483,0.373,0.356,257,1.3,12.6,7.0,41.2,3.6,0.5,12.3,22.9,1.9,1.6,3.5,0.26,/players/fred-van-vleet-1.html
279,2010-11,USC,Pac-10,18,18,633,31.8,0.614,0.581,0.191,0.333,323,11.0,29.8,20.1,8.6,1.0,3.1,6.9,26.7,3.1,1.0,4.1,0.26,/players/nikola-vucevic-1.html
280,2019-20,Michigan,Big Ten,20,20,651,18.6,0.567,0.532,0.522,0.249,235,3.5,18.1,10.8,6.8,2.3,2.1,11.6,20.7,1.2,0.8,2.0,0.126,/players/franz-wagner-1.html
281,2020-21,Michigan,Big Ten,17,17,557,24.5,0.612,0.577,0.381,0.28,225,2.8,17.7,11.0,16.9,2.7,3.4,10.4,20.2,1.9,1.2,3.1,0.221,/players/franz-wagner-1.html
282,2010-11,Syracuse,Big East,17,0,273,12.7,0.416,0.375,0.457,0.207,89,4.0,9.5,6.9,16.3,4.2,1.2,13.7,22.4,0.1,0.3,0.5,0.071,/players/dion-waiters-1.html
283,2011-12,Syracuse,Big East,18,0,454,22.7,0.52,0.488,0.326,0.355,200,3.3,10.1,6.8,20.7,4.3,1.7,10.7,26.0,1.2,0.8,2.1,0.181,/players/dion-waiters-1.html
284,2010-11,UConn,Big East,18,18,700,25.2,0.5,0.447,0.319,0.373,385,4.1,12.6,8.4,28.2,2.6,0.3,7.8,31.7,2.5,0.7,3.2,0.182,/players/kemba-walker-1.html
285,2017-18,Kentucky,SEC,18,11,496,18.5,0.541,0.5,0.097,0.769,196,7.5,14.4,11.1,9.7,2.2,3.6,14.5,21.3,0.9,0.7,1.6,0.126,/players/pj-washington-1.html
286,2018-19,Kentucky,SEC,18,18,553,25.5,0.601,0.581,0.239,0.472,270,8.7,16.0,12.6,11.9,1.6,3.6,12.4,26.2,1.9,1.1,3.0,0.218,/players/pj-washington-1.html
287,2018-19,UNC,ACC,18,18,537,21.8,0.59,0.557,0.549,0.252,301,1.9,10.6,6.3,25.9,2.0,2.1,16.4,28.0,1.5,0.8,2.4,0.176,/players/coby-white-1.html
288,2013-14,Kansas,Big 12,18,18,588,23.4,0.571,0.509,0.311,0.562,308,10.7,11.9,11.4,10.3,2.3,3.1,13.7,27.0,1.9,0.8,2.7,0.184,/players/andrew-wiggins-1.html
289,2010-11,Arizona,Pac-10,18,18,556,29.3,0.673,0.645,0.169,0.924,313,12.2,26.3,19.6,8.0,1.5,2.0,17.1,28.0,2.6,0.7,3.2,0.234,/players/derrick-williams-2.html
290,2019-20,Florida State,ACC,18,0,427,17.6,0.522,0.462,0.25,0.371,155,7.7,14.1,10.9,4.4,2.2,6.5,15.7,21.5,0.6,0.7,1.4,0.128,/players/patrick-williams-2.html
291,2016-17,Texas A&M,SEC,18,15,505,26.2,0.544,0.545,0.067,0.402,224,15.0,23.7,19.5,11.5,1.6,9.8,14.8,24.9,1.0,0.9,1.9,0.153,/players/robert-williams-3.html
292,2017-18,Texas A&M,SEC,17,14,437,27.5,0.622,0.636,0.057,0.35,186,10.6,24.5,17.6,9.5,1.3,9.2,14.2,21.4,1.1,0.8,1.9,0.173,/players/robert-williams-3.html
293,2016-17,Texas A&M,SEC,18,15,505,26.2,0.544,0.545,0.067,0.402,224,15.0,23.7,19.5,11.5,1.6,9.8,14.8,24.9,1.0,0.9,1.9,0.153,/players/robert-williams-3.html
294,2017-18,Texas A&M,SEC,17,14,437,27.5,0.622,0.636,0.057,0.35,186,10.6,24.5,17.6,9.5,1.3,9.2,14.2,21.4,1.1,0.8,1.9,0.173,/players/robert-williams-3.html
295,2018-19,Duke,ACC,13,13,385,43.1,0.721,0.733,0.168,0.559,258,11.8,18.3,15.1,18.2,3.9,5.7,12.8,28.8,2.3,0.9,3.2,0.33,/players/zion-williamson-1.html
296,2014-15,Duke,ACC,18,18,560,21.6,0.57,0.559,0.299,0.39,226,5.4,19.0,12.5,12.5,2.8,2.8,13.9,22.3,1.4,0.9,2.3,0.167,/players/justise-winslow-1.html
297,2017-18,Oklahoma,Big 12,18,18,669,24.5,0.555,0.478,0.522,0.462,523,1.5,10.5,6.1,45.7,2.4,0.7,19.9,38.6,1.9,0.4,2.2,0.134,/players/trae-young-1.html
298,2011-12,Indiana,Big Ten,18,18,514,29.5,0.658,0.616,0.0,0.616,262,10.6,17.1,14.1,9.2,1.9,4.2,12.8,25.2,2.5,0.4,2.9,0.225,/players/cody-zeller-1.html
299,2012-13,Indiana,Big Ten,18,18,555,29.3,0.606,0.536,0.0,0.682,298,13.1,21.1,17.4,9.6,2.2,4.3,15.0,27.8,2.5,1.0,3.4,0.247,/players/cody-zeller-1.html
300,2010-11,UNC,ACC,16,14,447,24.7,0.619,0.58,0.0,0.527,208,12.5,13.6,13.1,1.4,1.1,3.3,10.1,21.9,1.7,0.7,2.4,0.217,/players/tyler-zeller-1.html
301,2011-12,UNC,ACC,16,16,459,34.7,0.637,0.569,0.0,0.597,272,15.6,21.8,18.7,5.0,2.1,6.7,12.4,26.9,2.4,1.0,3.5,0.303,/players/tyler-zeller-1.html
